;Nombre;NIF;Localidad;País;Inmovilizado_Inmaterial;Fecha_Constitucion;Last_year;ROA23;Total_Activo;Ingresos_Explotacion;Empleados;Ratio_Liquidez;Ratio_Solvencia;CNAE;Ratio_Endeudamiento;EBITDA;Resultado_Ejercicio
819.;WEB CONTENT, SOCIEDAD LIMITADA.;B76361401;LAS PALMAS DE GRAN CANARIA;ESPANA;n.d.;27/11/2019;31/12/2024;8,51;651;582;2;115,85;1,16;6202;14,49;57;39
820.;INNOVACION MDC SOCIEDAD LIMITADA.;B56225238;O PORRIÑO;ESPANA;4;31/07/2023;31/12/2024;2,55;378;34;6;865,41;8,65;2651;63,58;14;8
821.;CESENS TECHNOLOGIES SOCIEDAD LIMITADA.;B67726513;LOGROÑO;ESPANA;n.d.;05/11/2021;31/12/2023;26,45;369;583;4;204,74;2,05;6201;0;108;85
822.;DRIMER CREATORS S.L.;B09988577;SANT JUST DESVERN;ESPANA;84;30/03/2022;31/12/2024;-44,93;477;272;10;928,91;9,29;6209;44,01;-205;-216
823.;MBF DREAMS SL.;B67866657;MARBELLA;ESPANA;n.d.;03/12/2021;31/12/2024;-130,65;283;519;8;301,54;3,02;6399;3,08;-362;-370
824.;ECOMEDIA PRESS S.L.;B44740389;BARCELONA;ESPANA;n.d.;21/02/2023;31/12/2024;3,33;205;238;8;136,86;1,37;6209;0;7;5
825.;DISPOSITIVOS INTEGRALES DIGITALES SL.;B88461561;MOSTOLES;ESPANA;n.d.;08/08/2019;31/12/2024;27,31;756;762;6;121,23;1,21;6399;6,11;239;158
826.;FIBRA VILLARRUBIA, SOCIEDAD LIMITADA.;B13634738;VILLARRUBIA DE LOS OJOS;ESPANA;n.d.;25/01/2020;31/12/2024;26,35;286;561;2;107,85;1,08;6110;14,64;82;58
827.;TONI CONSULTING SERVICES 2020 S.L.;B67616706;LLINARS DEL VALLES;ESPANA;0;15/04/2020;31/12/2024;27,1;404;522;4;304,59;3,05;6201;38,82;112;78
828.;XPRT B2B SL.;B01969393;POZUELO DE ALARCON;ESPANA;n.d.;22/09/2020;31/12/2024;45,21;1.198;881;2;472,34;4,72;6312;0;542;539
829.;KIRI BI SOLUTIONS S.L.;B42899369;SANTA MARIA DE PALAUTORDERA;ESPANA;n.d.;11/02/2021;31/12/2024;20,81;116;497;4;191,29;1,91;6202;7,61;26;18
830.;AQCLAB SOFTWARE QUALITY, SOCIEDAD LIMITADA.;B13624846;PUERTOLLANO;ESPANA;1;20/03/2019;31/12/2024;0,14;215;535;5;437,52;4,38;6202;0,54;2;0
831.;LAST MILE SOLUTIONS, SOCIEDAD LIMITADA.;B76361674;LAS PALMAS DE GRAN CANARIA;ESPANA;1.137;02/12/2019;31/12/2024;0,53;2.259;915;4;152,5;1,53;6201;40,22;80;295
832.;ISF INNOVATION EXPERTS S.L.;B01631498;BARCELONA;ESPANA;225;17/06/2020;31/12/2024;-28,92;567;483;13;191,13;1,91;6209;53,46;-162;-165
833.;SAMSARA GLOBAL SL.;B88455126;MADRID;ESPANA;n.d.;26/07/2019;31/12/2024;40,13;626;876;4;198;1,98;6190;9,04;316;167
834.;TEAMNOW TECHNOLOGY, SOCIEDAD LIMITADA.;B67884973;AMPOSTA;ESPANA;n.d.;02/12/2021;31/12/2023;7,04;295;574;10;443;4,43;6201;0,63;22;16
835.;MCREIF GROUP SL.;B88589379;MADRID;ESPANA;n.d.;07/02/2020;31/12/2024;76,55;218;648;5;268,16;2,68;6201;0;175;153
836.;LA3CULTURAL DIGITAL STUDIO S.L.;B67377028;BARCELONA;ESPANA;n.d.;07/02/2019;31/12/2024;11,79;203;514;13;140,93;1,41;6312;1,41;24;18
837.;ACURATIO EUROPE SL.;B75217612;DONOSTIA/SAN SEBASTIAN;ESPANA;32;08/03/2019;31/12/2024;3,42;134;120;2;1.068,63;10,69;6209;0;21;5
838.;STRATOS GLOBAL SOLUTIONS SOCIEDAD LIMITADA.;B72492994;TOMARES;ESPANA;n.d.;12/09/2022;31/12/2024;63,6;162;440;10;244,33;2,44;6209;1,17;104;88
839.;A2R CREW SL.;B44657609;LAS ROZAS DE MADRID;ESPANA;n.d.;07/02/2023;31/12/2024;87,32;224;199;1;318,25;3,18;6202;0,45;195;151
840.;SOFTTALIA INFORMATICA SOCIEDAD LIMITADA.;B40655565;GANDIA;ESPANA;48;13/03/2020;31/12/2024;17,67;459;315;3;179,45;1,79;6201;0,1;122;61
841.;MEMORY CALL SOLUTIONS, SOCIEDAD LIMITADA.;B76361617;LAS PALMAS DE GRAN CANARIA;ESPANA;998;29/11/2019;31/12/2024;-1,75;2.032;858;4;143,72;1,44;6201;44,3;54;247
842.;SIDRA DATA SERVICES SOCIEDAD LIMITADA.;B09609488;OVIEDO;ESPANA;575;12/01/2022;31/12/2024;2,84;775;1.291;8;64,62;0,65;6201;65,01;25;1
843.;ITZIDATA SOCIEDAD LIMITADA.;B22425946;HUESCA;ESPANA;13;22/02/2019;31/12/2024;19,01;748;737;6;116,04;1,16;6202;34,3;162;105
844.;ASOBU TECHNOLOGIES SL.;B93714434;COIN;ESPANA;0;30/09/2019;31/12/2024;5,55;170;609;4;103,89;1,04;6209;0,87;19;6
845.;SYSPROVIDER SOCIEDAD LIMITADA.;B01638832;LOGROÑO;ESPANA;4;18/06/2020;31/12/2024;14,5;251;443;11;63,69;0,64;6311;40,16;57;26
846.;DEEP CREEK SOLUTIONS SPAIN SL.;B09713249;RINCON DE LA VICTORIA;ESPANA;n.d.;04/02/2022;31/12/2024;18,82;177;933;4;164,49;1,64;6209;16,91;33;28
847.;QTECNICS S.L.;B05306980;PALAU-SOLITA I PLEGAMANS;ESPANA;n.d.;30/03/2021;31/12/2024;14,11;232;407;4;163,75;1,64;6209;0;35;25
848.;THE PLACE IN BOOKING SOCIEDAD LIMITADA.;B88445283;AMES;ESPANA;770;16/07/2019;31/12/2024;-18,22;1.156;944;22;323,98;3,24;6209;41,47;-194;-217
849.;ARABA ST, SL.;B06961312;VITORIA-GASTEIZ;ESPANA;n.d.;28/06/2021;31/12/2024;21,44;309;457;3;139,77;1,4;6190;6,73;66;55
850.;ALLQUANTO DIGITAL SL.;B42655886;SANT JOAN D'ALACANT;ESPANA;9;26/06/2019;31/12/2023;50,29;275;560;4;1.512,78;15,13;6202;0;140;115
851.;CEATAL SOCIEDAD LIMITADA.;B05424809;XATIVA;ESPANA;n.d.;22/04/2021;31/12/2024;2,21;436;658;19;184,62;1,85;6209;35,25;17;2
852.;VOYAGER INNOVATIONS SL.;B09635434;SANTA CRUZ DE TENERIFE;ESPANA;4;18/01/2022;31/12/2024;3,94;224;421;6;173,02;1,73;6201;31,02;12;8
853.;TRY NEW ROADS SL.;B10953594;A CORUÑA;ESPANA;n.d.;28/07/2022;31/12/2024;80,62;158;406;7;399,35;3,99;6202;16,79;130;107
854.;PRODUCTION ADVICE SOCIEDAD LIMITADA.;B01714757;LOS CORRALES;ESPANA;435;09/07/2020;31/12/2024;23,92;1.094;371;2;142,6;1,43;6399;45,7;301;192
855.;INMOWEB SL.;B72472657;MADRID;ESPANA;1.145;31/08/2022;31/12/2023;-1,08;1.439;552;9;135,36;1,35;6312;0;116;-12
856.;ELEANTEC SL.;B56666027;LA CARLOTA;ESPANA;n.d.;15/11/2023;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;2611;n.d.;n.d.;n.d.
857.;IAMATECHNOLOGY SL.;B04970729;FUENTES;ESPANA;n.d.;17/03/2021;31/12/2024;7,71;191;280;5;105,32;1,05;6201;0,56;16;11
858.;GIRALSOFT SOCIEDAD LIMITADA.;B90483991;SEVILLA;ESPANA;n.d.;04/03/2020;31/12/2024;7,01;264;510;9;188,28;1,88;6202;0;20;14
859.;GRUPO IMPACTE PLANIFICACION URBANA SL.;B02841575;VALENCIA;ESPANA;154;09/11/2020;31/12/2024;21,29;306;325;12;415,36;4,15;6201;0;66;56
860.;ENVITA DIGITAL SOLUTIONS SOCIEDAD LIMITADA.;B27867621;VIGO;ESPANA;39;06/02/2019;31/12/2024;-6,94;501;318;8;1.637,41;16,37;6201;0;-19;-33
861.;BITIB SOLUCIONES INFORMATICAS SL.;B09747510;PALMA;ESPANA;n.d.;10/02/2022;31/12/2023;33,2;128;546;3;135,9;1,36;6202;3,81;45;37
862.;RUBICON CONSULTORIA Y DESARROLLO DE SOFTWARE SLU;B02961274;VESPELLA DE GAIA;ESPANA;14;01/01/2021;31/12/2024;53,2;355;449;4;509;5,09;6209;0,2;190;161
863.;SINERTICADIS SERVICIOS S.L.;B72539034;GRANOLLERS;ESPANA;305;23/09/2022;31/12/2024;5,89;1.098;281;4;125,5;1,26;6311;0;80;50
864.;GOKOAN EDUCATION SOCIEDAD LIMITADA.;B40557506;VALENCIA;ESPANA;856;25/01/2019;31/12/2024;-7,58;1.060;342;7;76,31;0,76;6201;64,04;3;-94
865.;NEWBA ICT SL.;B88343892;MADRID;ESPANA;n.d.;18/03/2019;31/12/2024;13,52;216;547;4;288,45;2,88;6209;37,56;29;21
866.;MEGAS QUALITY SERVICES SL.;B88541610;ALCORCON;ESPANA;133;03/12/2019;31/12/2024;2,02;406;484;4;384,85;3,85;6209;79,22;8;6
867.;EVIROM SOLUCIONES SL.;B90458290;CAÑADA ROSAL;ESPANA;n.d.;01/10/2019;31/12/2023;48,69;403;540;7;348,28;3,48;6201;3,95;207;167
868.;FUTURE SPACE CLM SL.;B16346629;CUENCA;ESPANA;n.d.;12/07/2019;31/12/2024;19,77;178;615;15;146,84;1,47;6202;19,68;47;35
869.;GIVECLARITY EUROPE S.L.;B06778476;BADALONA;ESPANA;n.d.;14/05/2021;31/12/2023;-10,76;213;538;3;137,21;1,37;6209;0;-21;-19
870.;RED MOUNTAIN LABS SL.;B88368352;MADRID;ESPANA;2;25/04/2019;31/12/2024;40,55;215;570;1;157,27;1,57;6311;3,55;91;61
871.;SOL-X SMART TECHNOLOGIES SOCIEDAD LIMITADA.;B56980634;CABANILLAS DEL CAMPO;ESPANA;n.d.;22/01/2024;31/12/2024;n.d.;n.d.;n.d.;5;n.d.;n.d.;6190;n.d.;n.d.;n.d.
872.;SOLUCIONES FACILES Y PROFESIONALES SOCIEDAD LIMITADA.;B01623248;BADAJOZ;ESPANA;n.d.;15/06/2020;31/12/2024;1,55;55;446;1;98,89;0,99;6190;16,43;1;1
873.;KEYPOINT SOLUTIONS SOCIEDAD LIMITADA.;B02778413;LA RAPITA;ESPANA;1;10/11/2020;31/12/2024;28,41;222;297;3;246,68;2,47;6201;75,02;90;38
874.;GRADHOC SMART, S.L.;B44594711;BERGONDO;ESPANA;n.d.;20/01/2023;31/12/2024;6,04;251;251;10;354,42;3,54;6209;0;15;11
875.;QUIXOTIC 360 SL.;B05368121;MADRID;ESPANA;248;15/04/2021;31/12/2024;-29,83;541;359;9;157,38;1,57;6201;47,13;-152;-133
876.;HEDYLA TECHNOLOGIES S.L.;B67447458;VILADECANS;ESPANA;n.d.;29/05/2019;31/12/2023;-78,97;264;534;11;272,08;2,72;6201;8,67;-207;-210
877.;LIDR TALENT S.L.;B13990049;BARCELONA;ESPANA;52;27/06/2023;31/12/2024;18,83;92;28;1;227,45;2,27;6201;0,36;25;15
878.;NAILTED APP SL.;B88486048;MADRID;ESPANA;116;01/10/2019;31/12/2024;-43,28;436;523;10;131,86;1,32;6201;45,31;-152;-204
879.;DESARROLLO DE INSTALACIONES DE TELECOMUNICACIONES SOCIEDAD LIMITADA.;B90481714;GUILLENA;ESPANA;n.d.;24/02/2020;31/12/2021;n.d.;n.d.;n.d.;6;n.d.;n.d.;6110;n.d.;n.d.;n.d.
880.;BAMBOO DIGITAL PARTNERS SL.;B10509396;POZUELO DE ALARCON;ESPANA;n.d.;31/03/2022;31/12/2024;67,96;479;481;3;293,58;2,94;6202;0,37;325;250
881.;GUARDEDBOX SOCIEDAD LIMITADA.;B10753242;GUADALAJARA;ESPANA;92;31/05/2022;31/12/2024;19,06;679;299;10;281,87;2,82;6209;0,25;130;180
882.;GLOBAL DIGITAL CONSULTING SA.;A05350053;TRES CANTOS;ESPANA;n.d.;12/04/2021;31/12/2023;6,23;125;530;10;273,22;2,73;6202;0;8;7
883.;ENDITY SOLUTIONS SL.;B01948587;BERGARA;ESPANA;n.d.;18/09/2020;31/12/2024;-16,17;842;764;3;137,3;1,37;2651;49,35;-122;-155
884.;ATON ALLSPARK IBERICA S.L.;B05272885;BARCELONA;ESPANA;n.d.;24/03/2021;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
885.;TIRALINEAS DIGITAL SL.;B72835531;DONOSTIA/SAN SEBASTIAN;ESPANA;n.d.;01/12/2022;31/12/2024;-2,91;87;272;20;99,43;0,99;6201;0;-3;-3
886.;CUATERNION SOCIEDAD LIMITADA.;B67362855;TARRAGONA;ESPANA;n.d.;21/01/2019;31/12/2024;17,45;304;696;5;264,43;2,64;6202;0,51;56;41
887.;HICRON DIGITAL HUB SL.;B67905703;MALAGA;ESPANA;n.d.;16/12/2021;31/12/2024;35,61;231;536;8;521,64;5,22;6202;43,58;83;59
888.;ALDA PROJECTS SL.;B16677668;SANTA CRUZ DE TENERIFE;ESPANA;2;08/07/2021;31/12/2024;73,48;382;508;4;293,17;2,93;6209;5,52;282;281
889.;GYOZA TECHNOLOGY STUDIO SL.;B88520010;MADRID;ESPANA;n.d.;08/11/2019;31/12/2023;65,48;291;526;6;368,98;3,69;6209;0;191;147
890.;MINARI TECH S.L.;B13747613;BARCELONA;ESPANA;n.d.;05/05/2023;31/12/2023;-7,41;331;525;8;75,82;0,76;6202;39,88;-24;-26
891.;ADVENTUS 77 SOLUCIONES PROFESIONALES SL.;B56109648;CORDOBA;ESPANA;23;15/02/2019;31/12/2024;16,31;435;550;5;204,41;2,04;6202;19,42;84;51
892.;ALMORAIMA TECNOLOGIAS APLICADAS SL.;B72381858;CASTELLAR DE LA FRONTERA;ESPANA;n.d.;10/09/2019;31/12/2023;67,53;303;525;2;463,94;4,64;6202;21,38;205;156
893.;PHEBUS SISTEMAS INTELIGENTES SOCIEDAD LIMITADA.;B02973899;BARAKALDO;ESPANA;n.d.;18/01/2021;31/12/2024;15,24;302;604;3;266,84;2,67;2651;32,86;64;40
894.;LEGITEC CIBERSEGURIDAD SL.;B01645753;MURCIA;ESPANA;1;19/06/2020;31/12/2024;43,78;321;471;8;221,39;2,21;6209;0,4;141;108
895.;VIRTUSA CONSULTING AND SERVICES SL.;B88524491;VALENCIA;ESPANA;n.d.;13/11/2019;31/03/2023;n.d.;n.d.;n.d.;4;n.d.;n.d.;6201;n.d.;n.d.;n.d.
896.;CIRCLES MVNE SOCIEDAD LIMITADA.;B72502693;SANT FELIU DE GUIXOLS;ESPANA;n.d.;14/09/2022;31/12/2022;n.d.;n.d.;n.d.;28;n.d.;n.d.;6190;n.d.;n.d.;n.d.
897.;GOA CONSULTING 2019 SL.;B88316997;BOADILLA DEL MONTE;ESPANA;12;15/02/2019;31/12/2024;14,16;1.207;586;3;27,88;0,28;6399;60,79;251;127
898.;DENKLA SERVICIOS TELEMATICOS SL.;B88584453;MADRID;ESPANA;n.d.;26/02/2020;31/12/2024;17,84;92;569;1;188,91;1,89;6209;16,73;18;12
899.;BLAU RING LABS SL.;B93708600;MALAGA;ESPANA;1;04/09/2019;31/12/2024;86,95;162;588;5;250,38;2,5;6201;0,65;143;104
900.;CERTIBLOCK TECHNOLOGY SL.;B67649434;MADRID;ESPANA;n.d.;15/10/2021;31/12/2024;0,68;349;520;4;112,18;1,12;6202;1,81;2;2
901.;HOSTAWAY SUNSHINE S.L.;B67367375;BARCELONA;ESPANA;n.d.;24/01/2019;31/12/2021;n.d.;n.d.;n.d.;9;n.d.;n.d.;6209;n.d.;n.d.;n.d.
902.;EHIDRA BELIEVE IT SL.;B02847267;PUENTE GENIL;ESPANA;n.d.;21/12/2020;31/12/2023;67,05;379;516;7;315,94;3,16;6209;0,85;260;196
903.;HERO FORGE S.L.;B67356964;BARCELONA;ESPANA;0;11/01/2019;31/12/2024;-35,89;79;210;9;302,74;3,03;6202;1,48;-27;-22
904.;SYNPHONYTE CONSULTING SL.;B06907315;SANTA CRUZ DE TENERIFE;ESPANA;n.d.;05/04/2021;31/12/2023;-479,17;17;514;4;21,12;0,21;6201;28,48;-80;-80
905.;EUROPE UNITED SOLVE SL.;B88392030;LAS ROZAS DE MADRID;ESPANA;n.d.;21/05/2019;31/12/2020;n.d.;n.d.;n.d.;2;n.d.;n.d.;6190;n.d.;n.d.;n.d.
906.;MIL FRENTES SOLUTIONS SL.;B02681237;MADRID;ESPANA;1;15/10/2020;31/12/2024;-18,61;148;457;10;103,91;1,04;6209;41,28;-28;-29
907.;MOBILEMATERS SL.;B88534557;MADRID;ESPANA;n.d.;13/12/2019;31/12/2023;27,13;1.239;513;1;1.182,41;11,82;6209;0;387;252
908.;SYGEL TECHNOLOGY S.L.;B67486183;VILANOVA I LA GELTRU;ESPANA;8;29/07/2019;31/12/2024;8;301;451;8;185,6;1,86;6202;1;34;19
909.;LARSEN IT DEVELOPMENT SOCIEDAD LIMITADA.;B40632572;L'ALFAS DEL PI;ESPANA;n.d.;17/12/2019;31/12/2024;59,05;464;448;1;473,33;4,73;6209;0,14;276;211
910.;BATATECH S.L.;B16898736;JEREZ DE LOS CABALLEROS;ESPANA;n.d.;16/09/2021;31/12/2024;42,72;162;281;3;142,14;1,42;6190;2,47;70;53
911.;DIGITAL SOLUTIONS CLOUD SL.;B16831125;MURCIA;ESPANA;3;25/08/2021;31/12/2024;41,86;136;187;6;283,07;2,83;6209;3,93;57;44
912.;GORIZ, TELECOMUNICACION SOCIEDAD LIMITADA.;B16896466;HUESCA;ESPANA;n.d.;16/09/2021;31/12/2024;-32,19;150;353;8;161,03;1,61;6110;55,12;-38;-45
913.;BIT INFORMATICA NAVARRA SL.;B71497655;LODOSA;ESPANA;n.d.;26/12/2023;31/12/2024;n.d.;n.d.;n.d.;4;n.d.;n.d.;6209;n.d.;n.d.;n.d.
914.;ANUKYS EUROPE SL.;B01720150;TORREMOLINOS;ESPANA;42;09/07/2020;31/12/2024;8,4;330;328;7;116,19;1,16;6201;46,96;30;18
915.;BEMYVEGA SOCIEDAD LIMITADA.;B05563622;MURCIA;ESPANA;835;11/02/2020;31/12/2024;-20,41;1.332;352;9;96,9;0,97;6209;47,3;-200;-217
916.;GRUPO ZEMA IT SL.;B09727116;MADRID;ESPANA;n.d.;08/02/2022;31/12/2024;12,63;49;443;4;207,68;2,08;6202;0;6;5
917.;INFORMATICA MAIS SL.;B67678201;TALAVERA DE LA REINA;ESPANA;n.d.;22/10/2021;31/12/2024;66,35;266;495;7;408,18;4,08;6201;0;177;134
918.;REPSCAN TECHNOLOGY S.L.;B42758102;BARCELONA;ESPANA;329;15/01/2021;31/12/2024;-38,14;1.023;431;13;339,46;3,39;6209;99,64;-303;-185
919.;S2CONTROL AUTOMATION SOCIEDAD LIMITADA.;B13951801;MAIRENA DEL ALJARAFE;ESPANA;n.d.;19/06/2023;31/12/2024;25,34;76;61;6;254,7;2,55;6209;46,94;19;15
920.;JUMPY SOLUTIONS, SOCIEDAD LIMITADA.;B76361609;LAS PALMAS DE GRAN CANARIA;ESPANA;1.040;29/11/2019;31/12/2024;0,48;2.257;982;4;161,93;1,62;6201;40,21;83;293
921.;EQUIDAM VALUATION SOCIEDAD LIMITADA.;B40560682;VALENCIA;ESPANA;8;30/01/2019;31/12/2024;-17,74;180;509;3;74,98;0,75;6202;0,02;17;-24
922.;LIBRA SOFTWORKS SOCIEDAD LIMITADA.;B09929043;ARMILLA;ESPANA;63;18/03/2022;31/12/2024;7,49;219;345;3;113,89;1,14;6209;31,54;34;13
923.;HODEICLOUD SOCIEDAD LIMITADA.;B95970067;BARAKALDO;ESPANA;7;09/09/2019;31/12/2024;35,9;301;488;7;245,17;2,45;6209;9,28;142;104
924.;TECHONBOARD SL.;B10764884;MOSTOLES;ESPANA;n.d.;02/06/2022;31/12/2024;57,54;277;609;8;338,92;3,39;6202;0;161;135
925.;CODECONTRACT SOCIEDAD LIMITADA.;B95973996;BILBAO;ESPANA;97;09/10/2019;31/12/2024;4,39;911;404;9;487,34;4,87;6202;48,76;67;26
926.;NEXXT UP GLOBAL SERVICES SL.;B02892099;SANTA CRUZ DE TENERIFE;ESPANA;n.d.;04/12/2020;31/12/2022;n.d.;n.d.;n.d.;15;n.d.;n.d.;6110;n.d.;n.d.;n.d.
927.;FORMIND IBERIA Y LATAM SL.;B09744053;MADRID;ESPANA;n.d.;09/02/2022;31/12/2023;-7,47;172;498;5;371,97;3,72;6202;87,19;-12;-13
928.;ALBE NETWORKS & COMMUNICATIONS S.L.;B06782932;CUBELLES;ESPANA;n.d.;19/05/2021;31/12/2024;42,1;552;421;1;655,33;6,55;6203;0,86;234;179
929.;PROXYMA INSTALACIONES S.L.;B67614461;BARCELONA;ESPANA;n.d.;16/03/2020;31/12/2024;2,6;82;136;6;114,12;1,14;6209;0;2;2
930.;BE REBEL STUDIO SL.;B04976627;GUADASSUAR;ESPANA;48;18/03/2021;31/12/2024;13,98;241;486;11;323,1;3,23;6201;5,4;40;27
931.;MADRINGES SYSTEMS SL.;B88287057;MADRID;ESPANA;119;15/01/2019;31/12/2024;-97,42;136;352;5;30,07;0,3;6202;26,47;-78;-134
932.;EWALA IT SERVICES SL.;B42987651;LLANERA;ESPANA;154;05/03/2021;31/12/2024;13,59;705;392;8;318,68;3,19;6209;0;106;93
933.;MOVIZZON ESPAÑA SL.;B72395916;MADRID;ESPANA;212;02/08/2022;31/12/2024;2,67;2.868;383;2;329,93;3,3;6202;0;77;268
934.;TREBE LANGUAGE TECHNOLOGIES SL.;B67930370;DONOSTIA/SAN SEBASTIAN;ESPANA;79;22/12/2021;31/12/2024;-0,86;345;349;8;299,28;2,99;6209;0;29;1
935.;BLOCKS BIM SPAIN SL.;B02895126;VILLALOBON;ESPANA;n.d.;04/12/2020;31/12/2023;64,89;89;493;2;1.066,38;10,66;6201;8,76;59;45
936.;AIVORA SOLUTIONS SL.;B01739986;MADRID;ESPANA;86;16/07/2020;31/12/2024;-15,23;393;303;9;88,79;0,89;6201;83,96;-58;-65
937.;BRAVE SQUAD GAMES STUDIO SOCIEDAD LIMITADA.;B02792893;VALENCIA;ESPANA;n.d.;10/11/2020;31/12/2024;28,97;647;809;21;1.667,77;16,68;6201;0;192;195
938.;KARAOKEMEDIA APP SOCIEDAD LIMITADA.;B02614345;ALBACETE;ESPANA;54;31/01/2019;31/12/2024;25,97;178;225;2;245,38;2,45;6201;0;59;34
939.;KIXMI SOLUTIONS SOCIEDAD LIMITADA.;B10595544;BILBAO;ESPANA;n.d.;25/04/2022;31/12/2024;3,94;335;419;8;241,53;2,42;6201;22,6;15;67
940.;AUTOMATED INVESTMENT SOLUTIONS SL.;B16692733;LEGANES;ESPANA;590;13/07/2021;31/12/2024;-8,85;991;299;12;69,2;0,69;6201;51,2;6;-69
941.;BLACKDOGS SECURITY S.L.;B67615070;BADALONA;ESPANA;n.d.;19/03/2020;31/12/2021;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
942.;YEXT TECHNOLOGIES SL.;B88584610;MADRID;ESPANA;n.d.;01/02/2020;31/01/2023;n.d.;n.d.;n.d.;3;n.d.;n.d.;6209;n.d.;n.d.;n.d.
943.;GESTION N DE SISTEMAS AUTOMATICOS S.L.;B42761676;CERVELLO;ESPANA;n.d.;15/01/2021;31/12/2023;44,31;290;490;2;283,17;2,83;6201;0;129;97
944.;TEMPUSTIC CONSULTORIA TECNOLOGICA SL.;B10815884;VILLANUEVA DEL PARDILLO;ESPANA;1;15/06/2022;31/12/2024;64,53;143;316;4;224,34;2,24;6201;3,88;94;71
945.;XH DIGITAL HEALTH SL;B05335377;DONOSTIA/SAN SEBASTIAN;ESPANA;29;08/04/2021;31/12/2023;-29,34;370;490;8;254,51;2,55;6209;27,03;-84;-109
946.;CUMBRE 8 ISLAS SA;A56572860;PUERTO DE LA CRUZ;ESPANA;n.d.;25/10/2023;31/12/2024;n.d.;n.d.;n.d.;3;n.d.;n.d.;6209;n.d.;n.d.;n.d.
947.;GRUPO FERTEL COMUNICACIONES SL.;B01975192;MALAGA;ESPANA;5;25/09/2020;31/12/2024;14,47;152;417;5;119,78;1,2;6209;6,59;24;17
948.;INGENIUM APLICACIONES S.L.;B72974678;VILADECAVALLS;ESPANA;n.d.;04/01/2023;31/12/2024;22,53;89;371;7;129,08;1,29;6201;5,29;20;17
949.;ONE SOLUTION GROUP IBERIA SL.;B72893738;MADRID;ESPANA;n.d.;16/12/2022;31/12/2024;-3,07;197;367;5;130,98;1,31;6202;31,91;-6;-5
950.;REDEXIA NETWORK SL.;B88295621;MADRID;ESPANA;n.d.;24/01/2019;31/12/2024;-113,57;482;67;3;154,47;1,54;6190;226,56;-507;-454
951.;TRACKGAS 2021 SOCIEDAD LIMITADA.;B42876185;ZARAGOZA;ESPANA;30;12/02/2021;31/12/2023;2,59;935;487;2;1.126,92;11,27;6209;0,19;148;16
952.;SEMI ZABALA SL.;B75218941;DONOSTIA/SAN SEBASTIAN;ESPANA;123;09/04/2019;31/12/2024;-0,59;1.124;389;2;284,88;2,85;2611;15,44;36;8
953.;ABACO SYSTEM CONSULTING, SOCIEDAD LIMITADA.;B76365543;AGÜIMES;ESPANA;n.d.;23/01/2020;31/12/2023;10,79;285;486;4;173,51;1,74;6202;33,66;31;27
954.;ENTREOLIVOS CONNECTIONS SL.;B72813975;DONOSTIA/SAN SEBASTIAN;ESPANA;5.925;23/11/2022;31/12/2023;1,32;6.286;485;4;149,3;1,49;6190;35,89;391;-40
955.;ZENIALABS AUTOMATION INTELLIGENCE SOCIEDAD LIMITADA.;B95971123;DERIO;ESPANA;4;17/09/2019;31/12/2024;40,64;497;509;4;515,19;5,15;6201;0,66;372;194
956.;SERVER STARTUP SOCIEDAD LIMITADA.;B95944807;GETXO;ESPANA;n.d.;10/01/2019;31/12/2024;73,72;140;326;4;546,81;5,47;6202;0;104;97
957.;EPINIUM S.L.;B67811240;MATARO;ESPANA;309;24/11/2021;31/12/2024;2,57;712;313;15;507,86;5,08;6201;30;39;8
958.;AI LABS GROUP SL;B95988127;BILBAO;ESPANA;352;11/02/2020;31/12/2024;-15,11;3.275;499;25;4.603,53;46,04;6201;23,1;-436;-399
959.;ORIGEN STUDIO TECH SL.;B25830050;LLEIDA;ESPANA;0;04/06/2021;31/12/2024;9,9;316;431;10;237,05;2,37;6201;0,61;42;32
960.;DOOINGIT CIBERSEGURIDAD, S.L.;B70540208;A CORUÑA;ESPANA;174;21/01/2019;31/12/2024;56,19;338;646;8;143,18;1,43;6201;55,4;238;8
961.;CHAMPOCUNE S.L.;B67530097;BARCELONA;ESPANA;33;30/10/2019;31/12/2024;-119,02;76;192;4;41,85;0,42;6209;154,64;-79;-92
962.;COARA LAB SL.;B09994336;INCA;ESPANA;n.d.;31/03/2022;31/12/2024;89,06;197;478;7;536,52;5,37;6202;0,88;175;149
963.;NETWEBPOLIS SOCIEDAD LIMITADA.;B16614760;SANT LLUIS;ESPANA;n.d.;08/02/2019;31/12/2024;52,48;1.966;1.155;1;969,43;9,69;6312;0;1.037;810
964.;LIVO HEALTH S.L.;B44862860;BARCELONA;ESPANA;n.d.;08/03/2023;31/12/2024;-9,86;2.044;14;50;12.745,17;127,45;6201;109,08;-202;-202
965.;OPTIMA RED S.L.;B10592137;DON ALVARO;ESPANA;n.d.;25/04/2022;31/12/2024;-62,52;138;462;12;102,88;1,03;6110;4,34;-86;-88
966.;KROMO DEVS SL.;B67869107;SEVILLA;ESPANA;n.d.;09/12/2021;31/12/2024;105,42;237;540;5;261,5;2,62;6209;0;252;192
